"","C3L.00104","C3L.00365","C3L.00674","C3L.00677","C3L.01040","C3L.01043","C3L.01045","C3L.01046","C3L.01048","C3L.01049","C3L.01061","C3L.01142","C3L.01146","C3L.01149","C3L.01154","C3L.01155","C3L.01156","C3L.01157","C3L.01327","C3L.01834","C3L.01887","C3L.02041","C3L.02465","C3L.02504","C3L.02542","C3L.02642","C3L.02704","C3L.02705","C3L.02707","C3L.02708","C3L.02900","C3L.02955","C3L.02970","C3L.02984","C3L.03260","C3L.03266","C3L.03387","C3L.03390","C3L.03392","C3L.03400","C3L.03405","C3L.03407","C3L.03681","C3L.03727","C3L.03728","C3L.03744","C3L.03748","C3L.03968","C3L.04084","C3N.00661","C3N.00662","C3N.00663","C3N.00665","C3N.01192","C3N.01196","C3N.01334","C3N.01364","C3N.01366","C3N.01367","C3N.01368","C3N.01369","C3N.01505","C3N.01515","C3N.01517","C3N.01518","C3N.01798","C3N.01814","C3N.01815","C3N.01816","C3N.01818","C3N.01851","C3N.01852","C3N.01856","C3N.01857","C3N.02181","C3N.02183","C3N.02185","C3N.02186","C3N.02188","C3N.02190","C3N.02255","C3N.02256","C3N.02769","C3N.02770","C3N.02782","C3N.02783","C3N.02784","C3N.02785","C3N.02786","C3N.02788","C3N.03070","C3N.03088","C3N.03180","C3N.03182","C3N.03183","C3N.03184","C3N.03186","C3N.03188","C3N.03473","PT.NPJ7","PT.P44H","PT.QVJO","PT.R55F","PT.RN5K","PT.RU72","PT.UTHO","PT.WVLH","PT.Y8DK"
"MINK1","0.360655835787352","-0.278139295083682","-0.272808759152418","0.0384653236556336","-0.387151615650173","-0.960378183202659","-0.105706510784002","1.06914919319124","-0.691463909740687","-0.644861789099163","-1.10197947149917","-0.503073615274403","0.90920881479192","-0.117380840924463","-0.847187020353835","0.58745389002605","-0.883457257312081","0.462087106093912","-0.578217398033338","0.721319180298323","-0.13677758937311","0.35409512780117","-0.0505629642770053","-0.308544663590621","-0.972069345318408","0.234698662356905","-0.108823054019657","0.202497632168475","-0.927650804809607","-0.97990004386503","0.30558301975045","0.6063731124172","-0.279353539947882","0.181945796274327","-0.331919619311827","-0.287592380451032","0.613321402711077","-0.998321523641237","0.026639731276099","-0.0290004944131294","0.143074134608824","0.0749003475719113","0.365906138516212","-0.550674060483114","-0.690364574834912","-0.148090649683158","-0.61077413650419","-0.720579970980619","-1.73357736271816","-0.68451254737521","-0.946754282525653","0.140612480627874","-0.0673473027579572","-0.404397327632296","-1.08949365681689","-0.700413648363846","-1.17635760854253","-0.457177597366525","-0.392527890942581","-0.984247951797213","-0.139034005812024","-0.349118025575642","0.0563775099312498","-1.42674110219443","-0.473285191659642","-0.881268634974908","-0.802396923371963","-0.392968674231322","-0.39676288797202","0.117426241872269","-0.0446423696096953","-1.18402801250086","0.325574527599385","0.131545561679899","-0.221491388543698","-0.194468753328816","-0.0796511860421304","-0.5059039931486","-0.622770428462683","-0.775815902100845","-0.283893194807235","0.0833346289717706","-0.278821952336462","-0.128212729744969","-0.785808616424517","0.129464322214222","-0.671275804592469","0.487202798653268","-0.902359089472285","0.606003560753213","-0.943248575853769","0.609793008359513","0.393992347507369","-0.785908717579058","-0.733660398500333","-1.35588438021688","0.152340811728541","-0.264604310932021","-0.625009282023856","1.06894405154831","1.06020529315748","1.15436590524816","1.18261711958862","0.957810986980355","0.965413624090584","1.1979398752792","1.19149033232455","1.14469121435019"
"CDK5","-1.19074900770657","0.55801127978742","-0.0507931769890974","-0.111113333955742","-0.639270861872295","0.993641493246655","1.07456547617537","1.01525360897952","-0.270316771952149","1.40590891726656","0.961979159799083","1.28062629817397","-0.496535170794461","-1.07799700132501","0.498396443712315","-1.59537550614209","-0.00455760204576441","-1.2190872413595","-0.100162687494065","-0.336361390577634","-1.94274660649131","-0.570901981187905","1.9904726617297","-0.646764006098033","0.874966056239749","-2.66732329258664","0.756877654651593","-0.366245242806902","0.53521882280336","0.496293012372851","-0.262022718247394","-1.30750578955686","-0.288196675938402","-1.19269250920529","-0.604112095964595","0.295128743476474","-1.11481021618494","1.42448728968668","-0.0267525751907789","0.776502918591446","0.372696908171946","1.08124167414501","0.16685039405372","0.278204552888566","0.595660861747965","0.828796964525246","1.13835578078781","1.60579747906266","1.0316032783423","0.340286278997838","0.835516795228199","0.672789994151838","1.26934662412247","0.870057600808435","1.48882642876978","0.734984287891254","1.31312310029182","0.6321808067254","1.04457810766674","0.918951615317542","0.51458240245302","0.707959610641148","0.702023940135017","0.98394504646991","1.27386948806172","0.333972493865809","-0.673009429577188","0.906165232343178","1.71611146897435","-1.07112030220562","0.511398223917096","0.645288449610434","-0.117330016721469","-0.938437550837282","1.27062153526037","1.26178416394711","-0.320187766358378","-0.0124130328815977","1.58834545456825","1.27182637672916","-1.19997224126096","-0.0922940082243543","0.874501195610922","-0.46214855780146","1.57374414510025","1.06646048724057","1.55469711574135","-1.71927821863972","1.25137426107396","-1.34196872765837","-0.822721525131271","-0.613629790795008","-1.20257093212367","0.960703796624075","1.04544327842737","1.10228328956299","-1.44423158869269","-1.23455509005076","0.618020419579253","-1.29492156518825","-1.24839125688748","-0.766257958730823","-0.790868285866636","-1.90406387845122","-1.49441534286983","-1.16934761708228","-0.898219166030669","-0.869829999154327"
"PAK3","-0.447801944866187","-0.68251484897104","0.527414282359734","0.264561861144542","0.272853794819939","-1.11737930538635","0.0540417787461734","0.00465159541252329","-0.683811754095328","-1.26478969759508","-0.380659321297014","-1.46786935716652","0.00712128705072938","-0.780502356399063","-1.36767492334683","0.245854457545268","0.106266926165724","0.821412742614171","-0.500029982689642","0.73250046833645","0.957722685710344","0.0727188882744815","0.203168126825457","-0.220764962753506","-0.450412164619545","0.863112424182614","0.257550378343384","0.0158233346629098","0.251432589530781","-0.408622908010251","-0.196596615917081","0.605203344090658","0.360246358082114","-0.225378800329886","0.285381240793458","-0.373516713406564","0.471304008660893","-0.122578955876726","-0.229899010069115","-0.931441068340873","-0.0110069306181599","-0.312643727357149","0.698689735098946","-0.884928214711806","0.270173848488348","-0.924504342609596","-0.243408912101765","-1.07570885630729","-0.633274933487155","-0.923886150008055","-0.66999734601611","-0.839248432305493","-0.921829536639779","-0.3416706521942","-0.953281670361151","0.0846058296009717","-1.23943415940489","-0.153125691067181","-0.42780389914518","0.0121332245793386","-0.927364375469586","-0.316124824648208","-0.823290704060287","-0.799915802771566","-0.968519071747387","-0.20627419804198","0.524720275134611","-0.0253622128602371","-0.786429824567358","0.00509917505392685","-0.241875688563713","-0.73823998045738","-0.250886410978471","0.709668393259438","-1.45060489235216","-1.05746815868589","0.712188854028875","0.111092241914615","-0.221776091703064","-0.247125569562912","0.0237760615303182","0.37037862424216","-0.298142429334457","0.082945784814002","-0.911733823396643","0.250175174226819","-0.748434034604439","1.81542810203923","-1.26164578715417","0.269364266348311","-0.505392324686933","0.254963500848334","0.60437535727696","-1.49027801294412","-1.18623513766989","-0.724961049854162","0.915491338736497","1.2449661144878","-0.545184139347613","0.674650155681276","0.972653576795433","1.19612743449441","1.10011721352064","1.09290078900933","0.969691774318194","1.10529994869673","1.02484551465782","1.1175084697496"
"SRPK3","0.280722734961512","0.282421677800298","-1.05210721553743","0.82442685225574","-0.714968791285806","0.979596793811191","-1.16329830903061","-1.63851829434426","-0.528006693927008","0.680005824533643","1.17373728503392","-0.283633227363757","-0.998318285453092","0.12983677412824","0.133597327864011","-1.33296320718604","0.985547846520147","-1.3338571821302","1.04907052802421","-1.04481214472546","0.252857761757925","0.667858028181326","0.760672618947443","0.542177963205786","1.26342992238486","-0.101661345958095","-0.185079611133207","0.814502948587873","0.682704828208664","1.33571159265808","-0.353945173427593","0.0162232333632124","0.901418192354921","-0.401244157059123","0.626953796270177","0.370804646541852","-1.22680950749102","1.24539128879323","-0.352484449002965","1.368433549088","-0.247302601342721","0.985128311822647","-0.531740197164069","-0.640450815581369","0.919694258371036","1.04515761447575","1.06628959143637","1.14485157807116","0.681798731375181","0.386058486906342","2.16733865481043","0.0160794719448925","0.236983051238057","0.474786662987792","1.278616529817","1.22468513924626","0.3332794530519","0.173470274340982","0.263420952892746","-0.30516347604592","0.291630555361167","1.16563263284915","0.127174980614858","0.763480477569859","0.497593906426868","0.293565762198208","1.20720394287962","0.199368392672923","0.802178747130869","0.52738500306614","0.524546644513406","0.991254221886411","-1.51953531877394","-0.0491299904413404","1.24558415292427","1.22431052676818","0.0663829433801314","1.4952229970153","1.15605903671433","1.51140593342142","1.53591449624411","1.20994230531521","1.5955605582102","0.505783304498664","1.31317891918787","0.34647582006242","0.927877637890281","-0.298624258596144","0.925260352719719","-0.769437962242308","0.692031304011188","-1.18483989032186","-0.10762430157225","0.952755747231265","0.626196571267852","1.35158599333971","-0.000453099018560665","-0.248360552252505","0.92000874562657","-1.15890858812297","-1.3386812154449","-1.09782623557134","-1.62944714969856","-1.53584900067174","-1.37558010371262","-1.35842813848845","-1.33744412659842","-1.42196642629063"
"PAK1","-0.501204223690537","0.304648997303385","-0.186173995409322","-0.405037440143632","-0.629314640371479","1.62284026560124","0.199827797336983","-0.661270794691165","0.326816409787952","1.61758978182312","1.73047651129855","0.380374789234911","-1.02111226722355","-0.28969006101876","-0.0410447393720087","-1.16514871338843","0.784654696303502","-1.42409228448451","-0.200216410855977","-0.119269665823357","-0.337451598298379","-0.0106356828971612","0.10883442276006","0.82344538525196","0.0946329029952918","-1.62964848432069","0.881333938891314","0.880145636418336","0.372185323774819","1.19870884141462","0.375843869581245","-0.586586941743424","0.481914325888155","0.700062736316738","0.919138788502735","0.727528753988198","-1.50749201925538","0.857682789607625","-0.372791353608916","0.503758521455864","-0.708052731345544","0.737564179063239","0.607421916984487","0.160860959285257","1.09460403153847","1.21485023623241","0.981317492943188","1.00068605587808","0.582478398344355","1.5380864613573","0.750868399516757","1.16664503071558","-0.531680870275908","0.739505821943572","1.13054554068065","1.15339409496657","0.541502401678755","0.584968091949208","1.05370398985923","1.25431778729465","0.942591634324917","1.7380551530672","0.528744377222714","1.52256217109326","0.577233202326111","0.921520644668362","-0.499799952230491","0.472709145383929","1.33354910479203","-1.15607483256416","0.79766273140993","0.255010306356126","-0.647998550284599","-0.649414031432431","0.63582200390404","0.788785552906014","-1.24828167067538","0.085910168089265","1.18013990260736","1.04933544539635","-0.0965921119262757","-0.904101418069959","1.40361138091902","-0.434707116980509","1.10539497814177","0.656856787283659","1.26245989883908","-0.617026444559596","0.69181233474842","-1.33608584234071","0.549539985838969","-0.158183950567844","-0.0767223241693795","0.246385000633637","1.56678154384015","1.5832399622879","-0.467504779263978","-0.838049759785298","0.350959378307406","-1.20866892407154","-1.25065021538924","-1.48765494632308","-1.21426643690629","-1.3509316397717","-0.972547058716608","-1.19201655211054","-1.65907045355445","-1.16480486128266"
"AURKB","1.80639473624689","-0.304467275205331","0.414249762873433","0.139257324924594","-1.35830122273657","1.68790121092782","-0.841768391066221","0.471505032302248","-0.605083400489257","1.16981823635187","-0.206618961099564","1.01983773286468","-0.94813643745742","-2.48680437401335","-1.22329158069023","-1.24743719736525","-1.8148322081173","-0.750892476418091","-1.16840405327733","1.60285126298156","-1.74362801669865","0.309496816337859","-0.69756101632697","0.0183251691115078","-0.430292575384139","0.554142864742765","2.20210478274157","1.30495780520534","-1.14061030602042","-1.51127604046726","1.00414970836792","2.09169031013165","-1.85934853287977","0.805054892667792","0.384298340545033","1.75627233195198","-0.536135903085769","-1.06062818965025","1.28424847390074","0.27714663735886","-1.3678919050732","2.85460260286448","2.95817832225161","-0.504691597600373","1.51882632604718","0.883489033295855","1.90118558821286","-0.0789531436518894","-0.241292904993643","0.489174808412973","-0.767470594940107","1.8583372101222","-1.91963583920759","0.588858858129392","-1.40594962148856","1.17027940486915","0.943144806375244","1.74775421931523","1.3981247314957","1.49007865744363","0.680186433448233","0.412346609727035","-0.884963932175583","-1.22720179060661","0.962998201755131","-1.01363294807741","-3.1738849419207","0.34722555922422","0.967185077972221","-1.72782913690116","0.918535124570477","-0.478882936133283","-0.0573633468999177","-0.920144332587503","1.07480188341312","1.3848287043911","-1.58313687594582","-0.731262268631819","-0.175875769312399","0.537881357665876","0.149366237211573","-2.30481098689108","-0.445252665295133","-2.44067718304583","-1.52083552615199","1.9297763613739","1.76399478739401","-0.747814051184277","1.54523371852612","-0.573064231028596","-0.863004825768497","1.52873922408087","0.909982568451261","-0.862516343468679","1.8279858349765","-0.723823842598231","-0.64713833220971","-3.02705768306995","-1.27093674534379","0.494208126826259","-0.0883308334262315","-0.302154584268066","0.0861371262285796","0.106259455244759","0.208710373364798","-0.887310635264467","-1.00643427177324","-0.00977718306301153"
"PIK3CA","-0.327221171238373","0.351916137765102","0.168689725934337","0.757282597130519","-0.801742558811595","1.71874928901038","-0.367585590278797","-1.11213876014937","0.41845974837646","1.42789889054725","1.7642053908371","0.161036301957997","-1.63767032372757","0.268428225152427","0.780685538788551","-0.811579611016479","1.49483167780866","-1.39712619768416","0.371472188630255","-0.324592004854547","-0.0696280152611522","-1.07173292554261","-0.623572104190664","0.68558216327393","0.814475248725072","-0.779392191796443","-0.838759775338642","0.295117890222806","0.312540294557333","0.70793049199617","-0.255358557971199","-0.171932433579645","0.0504539265925469","-0.473845916675386","0.660980909885528","0.679214950784166","-1.13084880906002","0.683933966985615","-0.0123844194881881","0.272268898239968","-0.0256651609539774","0.517748820941654","-1.1764633295853","-0.305083999766408","0.519841134508424","0.612395434484301","1.56606220071971","1.68593832243607","1.6025813125995","0.873623407504487","1.13445744913469","-0.405629743750409","-0.0714976962063364","0.598415570465585","1.34338373824256","0.839384032914523","0.667331630445264","0.0938580176898696","0.724075326620998","1.32839657771561","1.29711269821926","0.859183982482856","-0.366579977490479","0.957234339307334","0.921517802702345","0.967296638747458","0.202415451540916","1.06152163363712","0.879121055751512","-0.974094158059875","-0.394794876623884","0.600584899339956","-0.350059972484885","-0.844959075572196","0.247946277245504","1.03773251756547","-0.880734544843125","1.04926034213674","1.30611505027039","1.33473798255259","0.992433294132743","0.909020816914768","1.39733737673233","0.0285176389060938","1.02399385428547","0.333429959047593","1.11208151542002","-1.10562344099585","1.18428601298952","-0.75578725921806","1.26777095503863","-0.656945785343455","-0.134654835902636","0.996056606692759","1.60020850595234","1.31106234716971","-0.624015493379729","-0.598196551940849","1.02340319466208","-1.43952906874383","-1.27077436014472","-1.18966888922329","-1.5797528922758","-1.1386202931293","-1.16411602241788","-1.44714710870653","-1.17227109277446","-1.23636601517806"
"AKT2","-0.038179457067031","1.18082497125725","1.09360984736308","-0.750350178862548","-0.566742894057046","1.31724949579167","0.213324735084513","-0.682575391378265","0.759678844424207","1.31034938693113","1.4897726772713","1.22214794842094","-0.547344037049763","-0.176221113435834","0.71991426282781","-0.651772242466072","0.575899634496106","-1.60803313148857","0.799160181185309","-0.621342657756586","-0.853755813045186","-0.95485314394309","1.01818459870784","0.106867717687952","0.628884718630114","-1.9923073303245","-0.416185691647514","0.627609742569288","-0.0982679715328431","0.582429084859221","-0.414775515289888","-0.672065352341258","-0.0654514240856726","-0.95895105039516","0.383136091552926","1.29117341923136","-1.39276950543297","0.960766388276484","0.0406632279686155","0.58347376678613","-0.0433554053664364","0.766281008615499","-0.554319510838991","-0.0190155417923421","1.1599874639401","1.37608369626872","1.31729861476627","1.3435580548171","0.58667864499336","0.769915102612669","1.00464391445939","1.15253198341565","-0.167277315841726","1.17606482159231","1.05594663368391","0.965379682357129","1.70311388165193","0.827474325635247","0.99333622155801","0.257172997767424","0.826068926178116","1.5469064941352","0.888563030236266","1.33156269741566","1.29490262498749","-0.0473131393067949","0.162905050714318","0.555986985624814","0.60766421587767","-0.790912016678651","0.123394967083648","0.253760163076685","0.274484430857649","-0.958196077675689","1.65700646164024","0.503496312584103","-0.454615232541521","0.347946935498071","0.90662811062962","1.13085655673917","-0.506227060127258","0.0118698420205416","0.738178150169667","-0.775719577126094","1.46659202296658","-0.336394976981925","1.06225067014426","-1.11928130630614","1.33389840210225","-1.58795364109427","1.09618021178127","-0.858825455557011","0.388260829590291","0.761997350078571","1.05679159196658","1.14374169812622","0.231526206140399","-1.62329949993332","0.466442185099396","-1.26899687101778","-1.54724957188265","-1.26719809553636","-1.34218024558604","-1.45206129149024","-1.461346567877","-1.34919412120431","-1.18092903321306","-1.07912145275513"
"CAMK2A","0.352134703298843","-0.774759173422529","-0.672256586993298","0.503459722630449","-0.237817020890344","-0.229640843853305","-0.563029262621345","-0.495757076705802","-0.092566018161748","-0.89286518021377","-0.474876437033168","-0.802982182032965","0.442164370172264","1.29115927743993","-0.779962156496855","1.03746170660233","-0.0564343016024588","1.04998658674052","0.999998594292381","-0.47957666189798","0.52029783216634","-0.0621768249362694","-0.111703950866625","-0.377459936785623","0.746976169039979","1.28641556051343","-1.06310487216925","-0.416189292152711","0.144162991142727","-0.251517167594943","-0.344351177123874","-0.282782984005603","1.03326458734449","0.342901979663422","-0.698424277259813","-0.139052723995011","0.478780589933609","-0.601015063084096","-0.349713078867195","-0.629780736155334","0.442113645796054","-1.43262142311344","0.313632550836404","-0.62016085101104","-1.04401112426804","-1.11745216026835","-0.442226329633277","-0.445850528631674","-0.493353322141014","-0.219871128861327","-0.144794494138384","0.0928860944693308","1.0183144403965","-0.253537637347662","-0.695828930279958","-0.509747995077862","-1.19678091042958","-0.930458137019624","-0.981925552093937","-0.379646715538099","-0.408989241599322","-0.840966370445432","-0.430202534567427","-1.0465247735597","-0.794663943813287","-0.78981011225276","0.319168896738477","-0.586375530099206","-2.048564429506","0.63057339416662","-0.389638485325407","-0.506733260395653","0.50438809694863","0.528606764911189","-0.203988116888959","0.100747980102418","0.988160028143134","-0.243236448323321","-0.826381185001361","-0.0904136026276842","0.555568860210092","1.47827626837588","-1.16334450395944","-0.371380733279342","-1.70166424909008","-0.410883924070171","-1.24140287253734","-0.323618553117755","-1.39875156192224","0.460076996403423","0.588686942643248","-0.236643421342512","-0.69339746247772","-0.898260004356695","-0.80773813658956","-1.05046623304494","0.00750792406851515","-0.741158560137373","0.044352661243024","0.849841588702154","0.949932642536525","1.22364237792178","1.11202986748104","1.00721532320632","0.796735797448755","1.39804552877835","1.17330177167131","0.893742736271947"
"FYN","2.51338425843289","0.192948557217805","1.53041780431303","0.231071529508162","-0.062754891271906","-0.320429240315151","1.37553224185975","0.112225905399271","0.32268484630547","0.55748200311661","0.0469145402443256","0.314064162323012","1.11077359147201","0.260840085336678","0.766430927340568","1.30455028615659","-2.60775863244716","-1.03624060925205","0.0549562095666031","-0.495750464480379","-0.291864855667868","1.63333211865783","0.605491917780262","-1.54551038322014","0.149928623237484","0.308067168315316","-0.704665722449004","-0.621621422369581","-0.209332141060228","-0.22638869807926","0.311078687296935","0.551076731802804","-1.27183522469549","-0.566022982882294","-1.22168174081384","-0.532294077397579","1.66184187606219","-1.87172967435582","1.01584998146229","2.19688239922405","1.32068279266252","-0.991347873257483","0.144978511566265","-0.785774908036484","-1.04160800116455","-0.695061443253388","0.230523491295563","0.446330341740185","-1.27472579867046","-2.28358455485511","-0.598976368526134","1.5515549116905","1.31806517469328","-0.71384651324887","-0.411562928625936","-1.01476184029004","0.92605509066772","-0.438546805036633","1.57955269495326","-1.73405348439543","0.136058038456304","1.02993091754786","-1.56705511045656","0.116507271210125","-0.0333531992359536","-1.9336740169459","-1.08404118409792","-1.01816734323649","-0.38857548869537","-0.427932809956417","1.06646964936906","0.633618073377831","1.15382616116405","-2.2673943463799","-1.99327341649375","0.305695981353045","-0.0078119574494534","-1.00589680335061","-1.97104759460858","0.0437583621716947","-1.05212214846276","-1.87849994220103","0.0395341120167267","-1.62567210179517","-0.467892991397724","-1.21375488375382","0.572376121495135","-0.161114662927005","-0.783123967199413","-0.120667588412214","0.443985618519242","-2.41870277640972","-0.26423398677444","0.487926525109615","0.318213043609977","-1.50841685547274","-1.3776096989132","-0.624314647100656","-1.28586003812025","0.545394726828209","-0.627907622120827","0.933748870879502","1.07613045200141","0.0318413265301873","-0.306596574574272","0.441091915940258","1.3098707798519","0.450611425599853"
"CHEK1","1.3593143493541","1.47321167293411","-1.52883799104065","0.289639815388992","-0.684044822368829","0.561046904786978","-0.0385879892899112","-0.350565883914062","-0.00875784305765212","1.07946442454769","1.54136881310013","-1.25391196348513","-1.06228654381446","0.0867156099580244","1.40615392889687","-1.09885689215198","0.84965248988367","-0.345840715623601","-0.265772941555993","-0.485284129664242","-1.66740175039466","0.362773304471573","-0.463562276980433","1.80330585171576","0.650715738384038","1.13496359042655","1.97885231433886","-0.505849242946637","-0.00816142044773622","1.08611394819324","0.645070458300009","-0.0745670890965282","1.57498902463433","0.605872653966811","1.3344117036918","-0.157140827813023","-1.24959288094539","-0.27397040247104","-0.733117079055807","0.142057791269753","-0.463593388542078","1.54259135889149","2.52161833723902","0.0782313216634087","0.13411164674359","0.732408761140658","2.52504556491461","0.372761676473235","-0.145261990917257","-0.261893398949416","2.05155845644559","1.32579464950714","0.0881227348105096","0.203730318482244","0.859940173603698","1.59314498957911","-1.08039821433889","2.59562020808879","1.82645372486767","3.04016833976968","0.0121385512135308","0.696831817865568","3.00720153602351","0.245007627159369","0.657187277501353","0.684107946248401","0.93179389815713","-0.0617394850253297","-0.542159508428051","0.734026286750544","-0.2415030227979","0.947726777899186","-0.266634027729455","-2.38815612723136","-0.251050213697721","-0.0407307360906369","0.763153541607366","0.305730228227841","1.92294298043195","0.211899406523487","0.116073008528368","0.573241646565911","0.314721744857673","0.465730842040051","0.16928212750603","-0.0851143387216045","1.3810065779953","-0.0984616572690196","-0.267426947237261","-1.67593123975321","-0.444614515411324","-0.881274960235701","-0.220992899135472","-0.0264080434188696","1.55407674820123","0.358773525759589","-0.377237907113772","-0.804092606512309","-0.744810183364431","-0.514490036888471","-1.54843502836973","-0.61327180999638","-1.38641249450594","-1.2706718490156","-1.04697200478155","-1.33004534247435","-0.994189750783557","-1.40629572151612"
"MAPK8","0.00431765774349601","-1.30119225107291","-0.720810832391485","0.50686114461134","0.468799114024604","-1.01870405611263","-1.8947538613245","1.26481887168283","-1.26262850728385","-0.187479833267185","-1.26587546956813","0.0622262243272953","1.90984457788317","-0.717316606065534","-1.42252956993451","-1.07680354317311","-0.0741594693568176","0.280171778842612","-1.24763575302092","1.63344909958296","-0.0177081195896431","-0.618004337216052","-0.0667220596061199","-0.114214377451691","-1.44657296949376","1.53224139135801","1.11686801164044","-1.85393038437299","0.178319879500878","-0.940613262938127","1.16166935009592","2.53250778455831","-0.592141787866245","0.945681404881392","0.825704128116473","-0.368092621900451","1.28869123285836","-0.594473728124743","-0.32134728131386","-1.34006546457109","-0.247753102541366","1.76058483388986","-0.0545415693500717","0.0208999187012622","-0.104013158535597","0.24932507551416","-0.550889776834942","-0.997711470385561","-0.0999416726248427","-0.791058999674685","0.0421953484570191","-0.994270780947529","-1.12078408764544","-0.592651456094208","-0.573930536361177","1.14528124563359","-0.652344292627117","-1.48898475876383","-1.0615255775894","-0.225320028532242","-0.746994111586883","-0.792258928557791","-1.04356465865579","-0.985427201937078","-0.527508160978028","0.214222846624188","0.353848177904854","0.518237791249092","-0.175275497921452","0.864285154337361","0.89376845984933","-1.07556486788165","0.426025716254751","0.830166671133984","-1.2927449068611","0.676561982823627","-0.777716129706148","0.629510962710395","-0.540187544841943","-0.748672343175505","-0.173417445341208","0.0447219759371988","-1.88391801988504","0.471946558992098","-1.45693123524633","0.0381005831112981","-0.706479897167357","1.16507568732592","-0.791947979306696","1.36328207343273","-1.05733729081725","1.66956799357326","1.1109966792255","-0.535071966438589","-0.201399390453933","-0.588216925399824","1.50101192163637","-0.325712474882135","-0.0851965792957433","1.55200626267682","1.17145238393585","0.0146300284803961","0.0794516606746935","-0.0236248142094524","1.02239939328866","0.502042651206701","0.447949889979624","0.564244765866571"
"MTOR","1.06453436761233","1.36557237141933","1.00950231376718","0.883059311637307","-0.54250797143106","1.0293447831753","-0.15365747197523","-2.01454896746265","0.350117187815626","0.981886387609505","1.19076600067096","0.757568628849981","-1.11217337497559","-0.228730414800381","0.465432470659842","-0.558540099524079","-0.181276763306999","-1.61870962676694","0.710704818525224","0.153785660848327","0.361283506897952","0.553281114373398","-0.101413277679877","0.966106183360287","1.24746993509243","-0.264443478029755","0.589920986197335","1.39255785539612","0.45110463488426","0.993373422520214","0.370548324687145","0.564328341954702","-0.123318660194304","0.0342496390403538","0.49766477171149","1.19108905613231","-1.02835947503596","0.289534525407621","0.344292653294849","0.84925224895399","-0.517792637452628","0.361832327639384","-1.34845045283611","0.73570703580593","0.917678014706288","1.0907443328265","1.78722324364046","1.29130797779796","1.16629133481794","-0.943561266767163","1.38452185364708","1.15056972657964","0.458107809072083","0.281278423844809","0.314214996089509","0.963911599444911","-0.455169397770755","1.36343549199887","1.35361515810526","1.12274150406384","1.00747178118881","1.22129365716839","0.618278448978098","0.640001146326303","0.571987065252329","-1.03410350993674","0.492552909439406","0.215640319134317","1.0192635895661","-2.24178902240396","1.14654625700897","0.510974734270261","0.143555535274841","-1.40302428466945","0.116354330947885","0.636628052334766","-0.690387334587746","0.33612291997367","0.843550781005429","0.711455554767745","0.382930158917034","0.244424665108031","1.60430726361651","-1.11497813919025","0.874577799099464","0.321663096996706","0.781842257114763","-0.953499720215156","0.350257751493041","-1.00004850872179","1.72002425379406","-0.640477391783288","0.318437085070011","0.298398019831191","1.43667068119856","0.390280907311078","-1.14802616164732","-0.566855447058759","1.23985260860475","-1.55432586182136","-1.23927077018327","-0.96651526579973","-1.19177967293237","-1.04369388892605","-1.17630815519649","-1.14925232563772","-1.20359541646006","-1.65926517244741"
"PRKCD","0.62764881689475","1.02629023887699","-1.14665593661832","0.360855715181101","0.942665353221846","-1.69943985052765","-0.483541851599374","-1.02127317954165","0.241928032583143","-1.42410120755216","0.627433695719478","-1.26607672876882","-0.655843696954571","1.86664645977294","1.17008387901173","0.400448329126559","1.95909051592443","1.43900221371259","0.771468848414614","-0.0740411905891496","1.70732988523918","0.290341518632638","-1.62871991916033","2.05709553545194","0.341326452498399","0.929288828992221","0.111488533399457","-1.6730020352913","1.89665719065735","0.420043366359494","0.462179829063295","-1.40962951212329","2.09298062001179","1.99233296650115","1.52036791984858","0.855466315343535","0.0942669680584358","0.341615976740095","-0.915481920332132","-1.1747939884604","0.537930438531348","-1.86960438235426","0.262819889657409","-0.0941289852949827","-1.29730433259656","-1.72178514724425","-0.915099861345867","-0.96853928817622","0.132629299854257","-0.423962575014709","0.373335398228924","-1.75293215512121","-0.42188661951087","-1.23899733687161","0.300871547961426","-0.591421487116853","-2.93621480135307","-0.739911751298635","-1.83494524913937","1.00700977305927","-2.30357402765905","-2.77370936556691","0.126041842450061","0.47389690845752","-1.92480777463601","0.484336394509531","1.5852841520322","-0.780284747906707","-0.736359162274436","1.25104771712225","-0.044945589549033","0.580405007345528","-1.00666934172051","1.73171350565009","-0.527717568600525","-1.73674233878124","0.624083835099012","1.17435415742093","0.110801757087877","-0.459137081574328","1.58256692663005","1.07972383323513","0.0697419688460046","2.56755698101305","0.364512272656822","-0.0669543045067709","-1.20959186367068","0.340605105555536","-1.62677147735365","0.243498924567892","1.01725896643065","-1.55433717972155","-1.56614257548119","-1.19493692229902","-1.00539704209572","0.849288907262767","0.287001167142257","1.88375090311377","0.941417951936828","0.210060893765387","0.797926884786341","0.0415830840816957","0.775908385086462","0.237535924900014","0.624740369839899","0.703110327957109","0.6608276944501","0.241308981493116"
