"","S001","S002","S003","S005","S006","S007","S008","S009","S010","S011","S012","S013","S014","S015","S016","S017","S018","S019","S020","S021","S022","S023","S024","S025","S026","S027","S028","S029","S030","S031","S032","S033","S034","S035","S036","S037","S038","S039","S040","S041","S042","S043","S044","S045","S046","S047","S048","S049","S050","S051","S053","S054","S055","S056","S057","S058","S059","S060","S061","S062","S063","S064","S065","S066","S067","S068","S069","S070","S071","S072","S073","S074","S075","S076","S077","S078","S079","S080","S081","S082","S083","S084","S085","S086","S087","S088","S089","S090","S091","S092","S093","S094","S095","S096","S097","S098","S099","S100","S101","S102","S103","S105","S106","S107","S108","S111","S119","S120","S121","S122","S124","S125","S127","S128","S129"
"MAP4K4","0.805740787500503","1.07933870230617","0.602593904747733","1.29590980616294","0.84205099267114","0.949588941319447","1.31863386202702","0.783636668198987","0.281121652119497","0.299816021587508","0.881689125395433","0.463431978562377","0.952396221478258","0.507280857481394","0.706797699456023","1.18500214737508","0.537927729185195","0.599375861987471","-0.317552369074892","1.05211536327932","1.04565283950944","1.56899020178013","1.02520592553448","1.42463662310844","-0.730030066571458","0.962734757048268","-1.13500250969253","-0.00372093222761465","1.2383766376903","0.834153272109552","0.644870138894996","0.716536176661214","-0.976232403115409","-0.985171513301395","0.320802111770296","0.963834728322623","1.06207391278393","0.58293084424899","-0.380075960361597","0.775898546186005","0.0773704745088207","-1.38110668901632","-0.754655488125707","0.379574961397991","-0.0816000947517059","-1.32520088893137","-0.934333753219711","0.864397489959921","0.547031424596387","0.76862505899436","0.622825378698865","0.934742864544617","0.886901466322746","0.674481183066753","1.17550634581676","0.550943010982343","0.889472737533538","0.571624383383335","0.455728301040421","-0.0575873029074044","0.353410512158991","0.000490596071821147","1.1337789947511","0.815171952889397","-0.0556874356070865","0.357763160188702","0.260639199209927","0.740568326749151","1.27637743944397","0.335505384347608","0.705564826929457","0.57025352034784","0.312995409615451","0.449664335698997","1.29500919992616","0.909314904400391","0.512743345206105","0.94434278652448","0.935478884033361","0.270657311852923","0.979295718757733","1.16738488989456","0.774659108299744","1.34712022644269","0.966596440718164","0.847471170084198","1.13947298288615","-0.490183648104013","0.932449738676419","0.64043648937707","0.0710809668815315","1.17756679318043","-0.539988598735059","0.905930516202921","1.12295327116491","0.811600933085986","1.25866440283667","1.04361312400644","0.637415916966408","0.446612750873333","-0.191887850082104","-1.25673411289709","-1.14098501466361","-1.084505095534","-1.24697339134629","-1.2855654124264","-1.14868706156698","-1.25961679154711","-1.23324526526469","-1.37398476324571","-1.55128586487029","-1.41404181809934","-1.12068844391367","-1.22223291211426","-1.46871425766032"
"MINK1","-0.782199634517143","-1.06432278355251","-0.342255933615136","-1.05674099020231","-0.309815150368837","-1.12467862454012","-0.886213247208618","-0.0943526946190195","0.245244642876171","-0.652806157512853","-0.958220483407698","-1.00443995717771","-1.53167045868856","-0.580331627000576","-0.728404516957161","-1.13135369033235","-0.4345447366806","-0.69990141234054","0.466143308293935","-0.980880248838223","-1.32477846429327","-0.777384030522834","-0.761973812445998","-1.17034715549481","0.680340403161694","-0.917724478915555","1.26039652741046","-0.242078515566005","-1.35584141676165","-1.44943230690184","-1.04206585811994","-0.347435772370083","0.82726019515192","0.988326625393288","0.217857576823433","-0.166194160393396","-0.936824848803345","-0.329153150331925","-0.168417124819689","-0.71815818985188","-0.228873160669895","1.47278808965069","1.15743600215071","-0.364600287341876","0.301742261189579","1.2880247859728","0.461398484275466","-0.973612586684504","-0.685547007198376","-0.644455306151812","-0.419266804724814","-1.09129776411817","-0.994030479765206","-1.33581920687922","-0.488891311799703","-0.800601381523989","-0.681825479187295","-0.957734497473991","-1.05107045831665","-0.0397957156429698","-0.71179583755508","-0.0959342326304979","-1.15263217465984","-0.863427546657697","0.422626588662106","-0.664014425315277","-0.454852932857336","-0.282134616613923","-1.40964606658701","-0.939902556977154","-0.884238223078799","-1.06944953974104","-0.657633022144306","-0.863889922118196","-1.09323844715225","-0.501179715921374","-1.11788440387197","-1.08761822485637","-1.20920717478801","-0.373694080636049","-1.21862872143192","-0.809761860419061","-0.765756360399235","-0.848625998469532","-1.17412795795749","-0.50883955167581","-0.394103171961041","1.36853737538212","-1.35668288620802","-0.607902621173279","-0.220559155039048","-1.15002248650485","-0.864345765934661","-0.0848420294226318","-0.593777417765413","-0.880903213033418","-1.31354656151017","-0.999489955482499","-0.616971640649713","-0.493464443201495","-0.260035700660258","1.08065937529655","1.26755355350487","1.16427995036215","1.29028799959662","1.2566583582441","1.28596886034321","1.19603116623245","1.27062228666756","1.23891433724142","1.17537899833514","1.20432568256204","0.840746917122919","0.999471547811797","1.11054880978559"
"CDK5","-0.851448694447287","-1.38696929999232","-0.289600568520491","-0.602467845554493","-0.971866667645863","-0.140154483145515","-0.904436290313188","-0.712838825939393","-0.452103285687321","0.377891348224356","-1.42093839451418","0.328016686294942","-0.939152465760253","-0.0666011216095972","-0.537129963390483","-0.809917576122561","-1.16944727856206","-0.555380144769846","-0.619675922918999","-0.895404355721679","-1.02238397229048","-1.30077141948422","-1.17557977473946","-0.683045810976247","0.0611001979478773","-1.53968069894111","1.59926829060268","-0.50884372253514","-0.901464968195637","-2.04194598221065","-0.785100924097175","-1.57262487074534","1.06006584119425","1.28231651071028","-0.331850044989559","-0.00471151487305163","-0.888461932066422","-0.732386720742159","0.279900508867793","-0.509748458111617","0.195661805386802","1.09097081438027","0.653431903647308","0.0976719027744401","1.3873852682558","1.16892905858968","2.02954388660647","-0.829018572462533","0.216555288037243","-0.553110452454423","-0.696664174348507","-1.26764313579597","0.267021185892727","-0.789347004531988","-1.7134695394088","0.0322712659482305","-0.713335803618105","-0.60097378131989","-0.926225681221705","-0.350853693463104","-0.593443738765251","-0.888743683570023","-1.35742981582799","-0.720243765886495","-0.987135190259262","-1.01893847863966","-0.99162149203193","-0.996268515378015","-1.11720034855686","0.463391203607462","-0.280493371182654","-0.0912701920239784","-0.256790447541849","-1.76992585444447","-1.2247643538999","-0.825726909372614","-0.0617584966486391","-0.444882253360711","-0.508590618217489","-0.329889860328273","-1.35158618369476","-1.26385791932301","-0.574553115781749","-0.690560556420485","-1.81306782503237","-0.404855710484377","-0.868045477782742","1.36983940638557","0.0737207709080329","-0.950257721625634","-0.336295928310296","-1.17818535395942","0.390453026261911","-0.743737497720861","-0.782662135711215","-1.03077767599808","-1.58434274093418","-1.43966031065198","-0.713449967527442","0.0439829274449061","0.734572511040031","0.788074853181146","0.993842987517327","0.647523250359772","0.853618198323992","1.22761843516079","1.3795765346334","0.720488233604581","1.24789206578148","1.10655327515971","0.844952460061788","0.729734184015082","1.54578813048509","1.13251687121226","1.16565796958199"
"PAK3","-0.719644702436881","-0.423462008766713","-0.100860232564169","-1.26095086392531","-0.351590617016522","-0.715985319891553","-1.17538873869815","-0.313837557452438","0.399006636164319","-1.14383243406913","-0.487923524686662","-0.198825323016078","-1.11810635398518","-0.816215143045065","-0.897627723861957","-1.15068763540121","-0.595056194700978","-0.275897455202692","0.812852142597175","-1.26458876119147","-1.36391798985243","-1.95825497980222","-1.04823542293221","-1.40088721517101","0.133749746973121","-0.727261396696164","1.23671636380142","-0.105774463896862","-0.830842818339274","-1.04561631642106","-0.697827055677422","0.14426513751249","0.554913879457684","1.4112171388258","-0.0287256427680053","-0.733547982380012","-1.60519547265527","-0.73398624640427","0.0919703094061663","-1.1138008480493","-0.198513048957471","1.23274774682269","1.11258106574188","-0.404797077283532","-0.413132908156505","1.04255049277404","-0.186017643370673","-1.01107692840203","-0.554096368831902","-1.43084437942908","-0.747352341615026","-0.927875263032351","-1.68188114045598","-0.74314883994558","-1.04176483529511","-1.02177016906232","-0.476541626542641","-1.06451945586012","-0.565707522442062","-0.0250029756432991","-0.471714345333783","0.368561638598647","-1.08300799387918","-0.893267006968273","0.665031061521339","-0.0933046476007238","0.0891569450410768","-0.0847230624749839","-1.40624238154856","-0.737785234993603","-0.907548734814089","-1.22920712582186","-0.154356646633399","-0.400138995058251","-0.79206709383426","-0.394629250562696","-1.1012400040305","-1.16449634002575","-0.799276464631355","-0.126667609538727","-0.79361129356051","-0.296514452943395","-0.830796649335269","-0.8816326758525","-0.938724143117302","-0.606741630653545","-0.368994502912955","-0.200224090005275","-1.21703909956879","-0.494297181956937","0.275497057750958","-0.848580056348895","-0.0143445740395624","0.184520841463585","-0.595369712244529","-1.04858867950695","-0.75763967996079","-1.13111103546892","-1.31050635762013","0.15477907354804","0.260410622668082","1.29814140396648","1.5444804156839","1.36233953371234","0.895732746423101","1.08676315806714","1.30846096284354","1.40593036591492","1.37652445011002","1.36159292950783","1.25775670538466","1.40790213936717","1.02614058390792","1.00778970900292","1.42450762484735"
"SRPK3","1.5034474974339","0.99865781856922","0.0241272160510074","1.41907676461757","0.858549239765234","0.653591620121968","0.837554000261923","1.2247529033637","0.172316833981065","-0.564115339423637","0.570940322851471","1.26898713210058","1.00868762258864","1.71054456501335","1.20721642025329","0.984107620354658","1.08125204288681","0.356317994108606","-0.865240634318802","0.91694036017544","1.16122216458601","1.56593341656663","1.20006373064395","1.54109979396986","0.146055558908406","0.670365052456752","-0.747244468987484","-0.446614766097787","0.95511812221073","0.535201717689719","0.320088410311649","-0.111322255898885","-0.593263938535817","-1.2525698837201","0.100089418150531","0.0853168677526522","0.764000392328053","-0.144680801841229","0.223586957873592","1.30475693917049","0.671309048245446","-1.583037847011","-1.14027013501165","0.259519541915953","-0.578556001078286","-1.27253776659108","-0.386780897411966","0.908919162575814","-0.102780666543724","0.632268558562432","0.0708014937595277","0.311155709225001","1.57583583413323","0.395719242552495","1.1180605709681","1.16764163997748","0.555186659360719","0.104649564061433","0.716219143344806","-0.661376679849474","0.35369940434921","-0.34752543924369","0.999485287121605","1.25181637712298","-0.510171415837663","-0.134860941624931","0.431578461877004","-0.28002310750631","1.21354515300955","1.10236969216244","0.700115756102086","0.730391742402688","0.379578795545938","-0.012095585703959","0.9605693176706","0.159731606130175","0.798182621945172","0.67479973370665","1.03724886257364","0.883193148469985","0.831475799611806","0.61542127069327","0.603201199337757","0.525306972046334","0.55663279191255","0.542304188636207","0.547773262055322","-0.436663371391137","1.35545553873774","0.525133106061464","-1.12115151485148","1.13009594869789","-0.468438020353962","1.23078137293467","1.17010644459219","0.903728132179036","0.722063405483583","0.996239717045138","1.03763616124484","0.654825829122516","-0.101909983024259","-0.888340989783083","-1.10662071528385","-1.18438609346443","-0.984279214405413","-0.99765789703481","-1.3576749703085","-1.12206402446641","-1.34201570520511","-1.53734454094515","-1.35335888323635","-1.14227102595606","-1.22895068312528","-1.03742360123427","-1.08366652540042"
"PAK1","-0.906478020981734","-0.586123487492657","-0.330119639612891","-1.26709125284596","0.306540333873271","-1.06187636399237","-0.922814683060518","-0.11999285689967","-0.705580250012746","-0.834080106474873","-1.02885304123234","0.524097101362824","-1.21163919020929","-0.994550238924712","-0.849878846963108","-1.45894561005724","-0.663461578961672","-0.981734005906396","0.147846910592267","-1.50167435495827","-1.01348881782662","-1.0694901410242","-1.06091266793925","-1.52530004195619","0.6306135444317","-1.07313179648133","1.45227553530456","-0.672050694662979","-0.844260297937","-0.976581882201841","-1.0391300892356","-0.267367889629622","0.935358817540776","1.28692123472849","0.058674209147543","-0.731037725323175","-1.44443832399066","-0.468550429990512","0.451366023047912","-0.971642284302283","0.390642795831867","1.32129258020832","1.42993674922829","-0.631097586142468","-0.0970290433120808","1.27298866796908","0.858052917645045","-0.749081149784293","-0.717252654944406","-0.676698528557012","-1.01513463430876","-0.69691384208399","-0.854005282530948","-0.833314773050129","-0.434581171847543","-0.558640313635166","-1.13852946809571","-1.27234519603056","-0.612589939623959","-0.182488806921139","-0.126264072466298","-0.371939236063772","-1.18648370583543","-0.77897179230066","0.280818985079302","-0.48822838153729","-0.285184344308877","-0.231629341009787","-0.294164065103237","-0.455050820192595","-1.25899765755606","-1.18810791298203","-1.04946349334861","-0.894368494328896","-0.762592931422141","-0.400684240781779","-0.343640104587974","-1.37858531962067","-0.894630690588719","0.657313049850043","-1.01341197935682","-0.575237000300155","-0.727106049957898","-0.684236602985046","-0.945682210630112","-0.870727027370503","-0.306739247489611","0.170971675497982","-0.913643076931602","-1.00801764130274","-0.292665847015474","-0.815565371077492","-0.349160635576288","0.303591348257146","-0.749629442437831","-1.57333746919724","-0.736268126708856","-0.637388843532686","-0.348195643113731","0.49054085423469","0.215160541521764","1.13640139571078","1.62391789678892","1.33220064359558","1.46878367481866","1.43989917241632","1.57657119751554","1.34006879404915","1.71080803442934","1.07494024885725","0.715735817020465","0.899397719570304","0.637928479322851","1.20544720187488","1.14947936677646"
"AURKB","0.0417865802889033","1.03041656053514","1.7179326406863","0.513447433919789","1.29467449608989","1.14871298512035","0.534531697745525","1.0999605221163","0.346972772744375","1.36316308017168","0.744501518124746","1.25734168582533","0.837728275486871","0.743184819705359","0.789723576801495","1.30324059408833","1.01832868845541","1.849040441725","1.40658758387191","0.167286981061163","0.166748769713303","-0.157531309517489","0.530809639177799","0.349057111659364","-0.81534769339853","0.73812793870339","-0.722680909053746","0.636934185984676","-0.0730420179576347","-0.012957651471263","0.513371592025236","-0.349801580113831","-0.44733252948675","-0.233696715205766","-0.63524325392621","0.833304956848756","0.734419774664171","0.916657930523058","1.75182315681095","1.15744356229472","0.55411874861092","-0.208105909811943","0.20065650047844","1.84652947643983","-0.721320966503474","-0.57156251542694","-0.0867501192181593","-0.228070399219357","0.820387903506269","0.314440102711457","-0.23500575781702","-0.132830470346516","0.0441811226435969","0.697754909124015","0.822535386801835","0.814963252672563","1.07587102503265","0.412990035424078","0.381889126987696","-1.12945119007535","-0.447201148415998","0.39569979197716","0.953399408779174","0.101549926918315","-0.381001422139331","0.263761370926742","0.432224681102878","0.374231871504918","0.391006956530395","0.716572519335954","0.419357703422467","1.1249716224895","2.36523444483638","-0.918990989421679","0.992970046032199","0.58949828903983","-0.0712161035829185","1.31413250041205","1.08603061307547","1.49038280626347","1.39229887303462","0.80753592367358","1.00605116014741","0.467675632030307","0.473467455389516","0.195339990179068","2.09681044269472","-0.0835727739971584","1.06463901525571","1.14917657327999","-0.420659462774139","0.0932253740995852","0.2063030103332","0.122612414998706","1.32960782470547","0.917208172432789","0.163690297166711","-0.332485770327339","0.0837060308160556","0.790755366851725","1.00734691594218","-0.278512462020992","-0.834999905563997","-0.846222333996854","-1.16421024367486","-0.684124103176318","-1.75314506675691","-1.3348453775531","-1.82302981529301","-0.924007218623465","-0.166331782045391","-0.132415985526358","-1.96486735441247","-1.96548646513269","-1.06687262187324"
"PIK3CA","-0.974230867291071","-0.570905060411105","-0.0734285177054652","-0.997335644526075","0.0656788492175714","-1.91271955768186","-0.260903298341325","-0.00725291930469392","0.390418513797462","-1.13662763298238","-1.21949064969024","-0.42968471423788","-1.33528559272326","-0.147987189882582","-0.887585696152497","-0.893252894508534","-0.832339248501363","-1.43795332491987","-0.511230258522293","-0.578873163513389","-0.817028007906121","-0.363210513956411","-1.18408164371281","-1.29028820272889","0.298690215180806","-1.26220871648516","1.14106689960653","-1.13167302393085","-0.863952288719317","-1.11523503075138","-1.27671393840024","-0.644684902378469","1.00961163352346","0.621473416167209","-0.230350288914607","-0.404609126449663","-1.11485037561497","-0.411669374462664","0.00438481711744523","-0.82859947313505","0.237316365966809","1.39807677195733","0.449527119432512","-0.37467014028209","0.29215013073038","1.42064768084637","0.407063683789977","-0.545143876134374","-1.40618103531103","-0.667239657097495","-0.243706721540268","-0.532794198789187","-0.948068958190547","-1.06342754776117","-0.69122384056155","-0.640222061515739","-1.4280105753079","-1.43350199132617","-0.310951027623725","0.456395575910778","-0.169194242095634","-0.173850277957312","-0.777154076181442","-1.15371919294124","0.102576838967768","0.158450461373656","-1.00468889228444","-0.183237158743738","-0.788728035416577","-0.946996454089457","-1.27464081390811","-1.37333302163663","-0.527791312613436","-0.935794922461701","-0.651502686523607","-0.0558636822438532","-0.755405193291947","-1.33151358841192","-1.47988909746381","-0.389711754542268","-0.737493151906953","-0.855772886850349","-0.683843322477735","-0.205800609652881","-0.604113464627229","-0.81084147345442","-0.742769875423046","0.706524550454586","-1.25209120657389","-0.947622213693745","0.212768334783509","-1.39204537850889","-0.413466034725776","-0.275365567628856","-0.336733979640402","-0.8884658571623","-1.02756458766531","-0.721788856639308","-0.864749816719919","-0.742919170172727","-0.329786996698691","1.29584611427174","1.07996192716007","1.30106576970574","1.82057278202311","1.3281178251244","1.1377765403263","1.08162497693027","1.27143682036636","1.54295731963255","1.37061713812639","1.16394343068556","0.969965012508154","1.43081746972723","1.40669425240797"
"AKT2","-0.863457665230767","-0.616980998249938","-0.0947066537415107","-0.777998876703634","-0.81489742560314","-1.19404465122503","-1.3975201030255","-0.669003024060675","-0.36740938843489","-0.810239435527914","-1.4726556266078","-0.375706892254093","-1.11360859318985","-0.783797974154455","-0.777480632533521","-1.03761729158827","-0.263940806153971","-0.467519475443272","0.439727260229858","-1.11573674711995","-1.19449185775727","-0.453387695324242","-0.834387091208124","-1.03519131222195","0.338113667361262","-1.2464579035309","1.3185594449623","-0.0431918869170247","-1.40050107439955","-1.31172985511835","-0.816690709636044","0.113515661552233","0.609385619274479","0.930583315797281","0.120323610904093","-0.136049863314193","-1.30792787171059","-0.61458728819985","0.561725604148493","-1.12828865769906","-0.418771889788315","0.991719070653973","1.54830755380957","-0.932866555075938","0.424792149116813","1.35937549637361","0.193350475445954","-0.285457266140182","-1.23607294658748","-0.357289153879979","0.196963475808023","-1.1917713049093","-1.0673084022006","-1.17791712901577","-0.683852117799269","-0.755337723746077","-0.813314040388228","-1.51126495324632","-0.391604753112264","0.402357442792445","-0.363528712945707","0.324220283203662","-1.02034114704235","-1.1865196627225","0.750817059066962","-0.4799256194264","-0.236379512829896","0.15034528479805","-0.246759745306687","-0.620086780739823","-1.71408335221729","-1.09257515531983","-0.13647921710752","-1.36210185163724","-0.690156739101251","-0.154209929482799","-0.567854387961716","-1.13340539364763","-1.07153643100766","-0.15084589786081","-1.3478408740875","-0.294263217882321","-0.65889699793865","-0.167716391125151","-0.942643324812491","-0.228781443822813","-0.257453403550983","0.572227723079097","-0.845816818681815","0.0391848762490898","0.324091421815468","-1.23948439248183","0.507254025211335","0.469193171417205","-0.946475171416204","-1.19400956088845","-1.16410278642649","-1.40170508933761","-0.579844039449985","-0.736750807737836","0.339334525302437","1.15196417868181","1.25469687121239","1.10902246305675","1.13002672753179","1.39904844662384","1.43383911478004","1.33841920618436","1.35016402116983","0.745844467325946","0.847465390822906","1.52735933293548","1.15033545604037","1.29223995480076","1.16859340535883"
"CAMK2A","0.781285823636821","0.480795447904463","-0.239308035816471","-0.212289135096496","-0.544877906777413","-0.000782410389014967","0.656966318616324","0.611590929272775","-0.930487309730405","0.516267400184555","0.868804698042699","-0.172050689974613","0.952477373278261","1.1476202335684","0.791901091488298","1.19828351975741","0.886193600067674","-0.983936042751164","-0.531717419547926","1.2142825265459","0.964491576181777","0.433748564117268","0.303543334900746","1.00069530951499","-0.401639119817809","1.5249384865849","-1.45997415880696","-0.690616481450665","1.29608438357063","1.60237981257119","0.302195455357155","1.19303452309463","-1.86847874941456","-2.26180143691917","-0.21111537548704","0.0481652942310036","1.33684533036658","0.641855169678319","-0.645269563318247","0.256061966080267","-0.282834454701088","-1.51469182815357","-1.63276465684395","0.337142714235467","-0.759681088664472","-1.25800841355238","-0.311338819463117","-0.213747618003634","1.04076914434599","1.95001944397042","-0.429490749017818","1.67669774217079","0.332641575231772","0.923041570874442","0.329438185409583","0.546958386040266","0.489593213510933","1.64473167649018","0.961023425014091","1.24945081110208","1.05997559156909","0.220878721973266","1.27753895873554","1.35015557678664","0.703904887051956","0.905970851658242","0.986332592435003","0.669170443161285","1.1860287190471","0.912075483072621","0.19289678538136","1.7366449183893","0.243082483228826","1.90951561809904","1.12758073299988","0.377970211290553","0.841298063603881","0.896244221366028","0.953508227718168","0.0239074645549252","1.06286052162778","1.42384473967037","0.893048633570038","-0.132513922817091","1.70662720035757","-0.708947451474387","0.167520960085809","-1.45139315693613","0.522177421426121","0.636697988081818","-0.152867222877331","0.852893217088238","-0.127861556456731","0.306893994607434","0.622724296454484","1.22960474117398","1.03733402547784","1.06254539572023","1.2595040675846","0.187007157162485","-0.0952493909921557","-0.258927654983076","-0.91132986874532","-0.367620194423906","-0.231741685923836","-1.11859903616927","-0.565055434978982","-0.377473019919053","-0.906811954275329","-0.765594089630676","-0.772493570001094","-0.864500436976151","-0.598808492525122","-0.0367403064155374","-0.889067477925123"
"FYN","-0.816164665788566","0.305247019315538","-1.78301993528569","-0.19297878076384","0.217831274509443","-0.379414679022582","1.1944756376427","1.56200356344386","0.0110962376479448","-2.38551266792712","0.106914613761658","-1.47396255021608","-0.171549944048331","0.222657826508734","-0.0712673727466215","0.00787295974871351","-0.363537922825857","0.612352423740406","-1.12694999236855","0.402105786863014","-0.17645418077912","0.22419022370681","-0.709118576094209","-0.846035767689774","-0.595044210673766","-0.966372082809159","0.857536903686892","-1.21781125677144","-0.364324062749971","0.921530925154626","-0.457882141415046","-0.046897395278285","0.155805168023107","0.587424781283866","1.75327622643679","-1.84382541053955","-0.514247633505714","-0.118075822561025","-0.249417013780522","0.566348404324242","0.958597817712992","0.909786169473077","-0.609079341813901","-2.09497494138993","-2.20773635640373","1.03141021594752","-1.71700775351396","0.102724778334754","-2.39277796173519","0.310596903257371","0.795135999204718","0.226495629508245","0.249588132328961","-1.92152085441639","2.68855517440149","0.615381707743634","-0.762060757566272","0.223808652445385","0.540277890451191","-0.212793630527247","-0.51679967355115","-1.85731285286072","-0.708270031813305","-1.4662702143804","-2.15561426028511","-1.48228909994246","-0.564477921333575","0.604088975695369","-1.41142051978205","-2.0826497088344","-1.5011868833249","-1.36540592120625","-0.10510373685435","1.14420991833892","-0.897864568962675","-0.194807833459838","-1.72245005303071","-1.87103529939034","-0.439311458956738","-0.882775438866948","-0.866428514559498","-1.06929007722375","-2.11987209910054","0.549129578227057","-0.239733050718678","-0.376827760726855","-1.45040115899174","0.31345914858172","-0.974431013488394","-0.130647509940688","0.988615231262197","-1.1359867249463","1.51377675877539","-1.10137762610544","0.947698067651174","-0.466329082207715","-0.694067747084022","0.37250266334397","-0.446669576037296","-0.820901527258113","0.0624665132159741","0.749751514333005","0.424972369767365","0.942945525755803","1.18948183985523","0.555357659923392","0.493420572556252","1.63543007435135","0.839946711245716","0.294691050076824","1.09142321445925","0.588397522888221","0.908162429302211","-0.27765601238667","1.27706771813972"
"CHEK1","-0.139754885005649","1.35478468074287","0.570626632933671","0.86613165361728","0.715880354691954","0.0249996194179598","0.405621579974448","-0.215457873432662","0.685475567187506","-0.154114921494989","1.33832482007727","1.02761323129549","1.15089869108894","0.183888764461977","1.1210032046213","0.880468513355018","0.76317372004529","0.780113659957663","0.885478226890493","0.0662817599879229","0.727599336694056","-0.154241975862306","1.31035597900373","0.912251114114227","-0.391100349449952","1.14102666544381","-1.0169830684857","0.65067381121215","0.54060915378854","1.16769848095269","1.75738913053163","1.02135216696899","-1.24056136708931","-0.609233808638659","-0.29489692504257","1.23173508957743","0.433505369319707","0.982053400192058","1.54084159871525","0.0890303387878783","0.0416839736304363","-0.845824816031853","-0.0210279086026154","0.596112204897084","-0.551840730837044","-1.2504505008612","0.286133396023588","0.236736778648517","-0.316173588259134","2.06037258564489","-0.68568469411634","1.12068848984086","0.183279945391331","1.12225880076719","1.60067577902805","1.07944615363837","1.48902565653939","0.417196144820673","0.83206357800277","0.0555093691170301","-0.117888719719157","0.196610153565519","1.4791190123219","1.10170020552231","0.189362741307853","0.0533772082508014","0.588978699950665","0.669009960672961","1.1064460783918","0.0554983194672565","1.19272402798198","0.790249823962376","0.566481978113798","0.310234600074267","1.23273407961494","0.808810057161239","1.00389482799001","1.42152807762566","1.02032578099013","-0.24588623520234","0.836313283723191","1.89386961859111","0.67674724007521","0.979371821554656","1.17363793574242","0.193798596618665","1.12355268268908","-1.34615902530739","0.694480304852499","0.0700093038529212","0.432226653646105","1.42305002883153","-1.07812881834013","0.417461778929301","1.39680894791756","0.968606451602878","1.25537569143693","1.0435529962478","0.656380710013704","0.0133124280094281","-0.265214535859129","-0.996287344433609","-1.22819051497374","-0.829210574402945","-1.47290475571895","-1.34783868268841","-0.982843734717874","-0.826258883276848","-0.806759453757386","-1.30357041882776","-1.23711209092465","-1.08070195900315","-1.66524642770457","-1.60190789634832","-0.92549616379574"
"MAPK8","-1.08712806440573","-1.09144189252793","1.26326529428066","-0.713211245190143","-0.455108505679936","-0.473864825417375","0.475683369832617","-1.29942179497391","0.385173431742208","-0.129114846442126","-1.37577951291421","-1.25401799636939","-0.124721109970372","-2.10792717217363","-0.877268430051629","-0.981478207672688","-0.781521452029091","-0.388713621091619","0.352618415222963","-0.237938811525334","-0.896771805475255","-1.46376210397634","0.146444835696744","-0.354298734206127","0.686887431686097","-1.33120400044227","1.2504763162494","-0.572804069084261","-0.0696851298233703","-0.785559805119859","0.245538438099576","-0.315648181486922","1.19201278558078","1.20645451120798","0.255192980814596","-0.0564868750459261","-0.857561034234836","0.661534885764255","0.788670411028518","-1.36401132691181","-0.629788791916823","0.615120805176509","0.540254908954952","-0.594188485743546","0.611008161275461","0.811804267818566","0.962398275836287","-0.82523806088427","0.14005101903501","-0.21963688956154","1.49479728375388","-0.999992749814007","-0.709254303661971","-0.170643968013245","-0.891902355259792","-0.263631534933277","-0.583809892327402","0.522420908229118","0.757724710406741","0.247551048351517","-0.240638502968531","-0.440561302084711","-0.213322004356069","-0.876142842920976","-0.269557182619558","-1.25061346194866","0.335621700623661","-0.122853962254057","-1.61014497424319","-1.33991530553363","-2.20295752503598","-0.613184820645133","1.02207924489164","-0.73196582025698","-1.17124187112181","1.10556178512706","-1.30300312934862","-0.883311002775921","0.0695541764891569","-1.82771810136393","-0.26981548053318","-1.47883899005226","-1.06131218521339","-1.0322265762988","-0.212513568455053","-0.66862311546486","-0.611754772455375","0.450879156304758","-0.550504466713644","-0.0495174621465703","2.44501742579271","-0.19070263319971","0.922813171983572","-1.5484916154323","-1.28535822518058","-1.02881597358655","-1.02743030298151","-1.51302893670013","-0.42908198272904","-1.78455148332511","-0.318909899835135","0.642047113449361","1.45265190142431","1.28576120610744","1.11779452790284","0.999133615457788","1.2925355550356","1.3247071397366","0.690977878620826","0.620546423955207","0.507493091389098","2.00517655512219","0.557285547878485","0.868834661048237","1.08924499027827"
